coefficient,dataset,initial_weighted_gradient_share,loss,raw_initial_loss,raw_initial_rms_gradient,seed
3.7201122588033844,a1,0.24999999298824138,rna_recon,1.0024998188018799,2.6070167527983645e-05,0
0.05933444693247337,a1,0.2500000024247969,mod2_recon,1.1005653142929077,0.0016345303358277195,0
0.04759183778980872,a1,0.2500000024550663,corr1,0.1522112637758255,0.002037827450807087,0
0.17296145647433353,a1,0.2500000021318953,corr2,0.21836510300636292,0.0005607258133343283,0
3.8366752400974216,a1,0.2499999887670842,rna_recon,1.0018126964569092,1.6455158321662893e-05,1
0.03440470896572564,a1,0.250000003823649,mod2_recon,1.1146094799041748,0.0018350134096402763,1
0.039151471247816476,a1,0.2500000038048524,corr1,0.12710794806480408,0.0016125346070015654,1
0.0897685796890365,a1,0.2500000036044143,corr2,0.24371123313903809,0.000703287302419292,1
3.771394557375853,a1,0.24999999147953936,rna_recon,1.0022320747375488,2.1561218880183027e-05,2
0.04028809923076567,a1,0.2500000029505678,mod2_recon,1.1562365293502808,0.0020183594862703776,2
0.0416465941067753,a1,0.2500000029463912,corr1,0.13710615038871765,0.001952521424834373,2
0.146670749286606,a1,0.25000000262350175,corr2,0.1959286630153656,0.0005544109343911379,2
3.796258414484139,a1,0.2499999897730655,rna_recon,1.0018877983093262,1.800595062546421e-05,3
0.03872605184666907,a1,0.2500000035157286,mod2_recon,1.1016173362731934,0.0017650971909266868,3
0.04124369146081445,a1,0.25000000350652063,corr1,0.13617025315761566,0.0016573503221132219,3
0.12377184220837689,a1,0.2500000032046852,corr2,0.2118832767009735,0.000552268141328228,3
3.7466353710841376,a1,0.24999999132723572,rna_recon,1.0019601583480835,2.1132069626399722e-05,4
0.06194240338341396,a1,0.2500000029620067,mod2_recon,1.0687754154205322,0.001278190042467339,4
0.06442415940065584,a1,0.2500000029541703,corr1,0.12177393585443497,0.00122895143600255,4
0.1269980661317921,a1,0.2500000027565872,corr2,0.20882032811641693,0.0006234281005819126,4
2.8989536780968073,placenta,0.24999999650779273,rna_recon,1.012054443359375,4.6893547292793624e-05,0
0.13633095914099116,placenta,0.2500000015883017,mod2_recon,1.1983044147491455,0.00099714859355962,0
0.049305404895369546,placenta,0.25000000174834314,corr1,0.8302626609802246,0.002757146494214588,0
0.9154099578668322,placenta,0.2500000001555625,corr2,0.190260648727417,0.0001485041999147341,0
2.830390158415078,placenta,0.24999999684388766,rna_recon,1.0124516487121582,5.122534804228599e-05,1
0.10936480992477972,placenta,0.2500000015357079,mod2_recon,1.2202428579330444,0.0013257255581664718,1
0.04154560305906681,placenta,0.2500000016526475,corr1,0.8948230147361755,0.0034898452079991206,1
1.018699428601075,placenta,0.24999999996775685,corr2,0.18453539907932281,0.0001423263022450772,1
2.965124075210957,placenta,0.24999999625633168,rna_recon,1.011711835861206,4.42577920042773e-05,2
0.1255349251996093,placenta,0.2500000016659036,mod2_recon,1.2088948488235474,0.0010453652417324194,2
0.04236558140681053,placenta,0.2500000018243456,corr1,0.8293831944465637,0.00309755804482419,2
0.8669754181826236,placenta,0.25000000025341906,corr2,0.18961496651172638,0.00015136512977587956,2
2.8482364679549774,placenta,0.24999999666694747,rna_recon,1.011638879776001,4.8672016186607357e-05,3
0.12605506387289953,placenta,0.2500000015760453,mod2_recon,1.2154961824417114,0.0010997528376452258,3
0.0479440055568432,placenta,0.2500000017169084,corr1,0.8429890275001526,0.0028914858627638275,3
0.9777644626152793,placenta,0.25000000004009887,corr2,0.18707652390003204,0.00014178201258333983,3
2.9633109007583855,placenta,0.24999999625671204,rna_recon,1.0118211507797241,4.424850756704931e-05,4
0.13234903682114685,placenta,0.2500000016542807,mod2_recon,1.2216991186141968,0.0009907294438710882,4
0.0460307168783264,placenta,0.250000001818857,corr1,0.8177588582038879,0.002848578006716778,4
0.8583093455421414,placenta,0.2500000002701503,corr2,0.19170412421226501,0.00015276786580706157,4
3.55368249995199,p22,0.24999997347277442,rna_recon,1.0025254487991333,6.772303442612614e-06,0
0.11576245514499593,p22,0.25000000918531134,mod2_recon,1.0422428846359253,0.00020789658992764924,0
0.11748875070304808,p22,0.2500000091673788,corr1,0.08940019458532333,0.00020484190631492037,0
0.2130662941999664,p22,0.2500000081745354,corr2,0.1078769788146019,0.0001129536685253761,0
3.494110662767746,p22,0.24999997570217058,rna_recon,1.0023996829986572,7.344319325555826e-06,1
0.12084973913950055,p22,0.2500000085647535,mod2_recon,1.0317693948745728,0.00021234524809221543,1
0.17414189713580489,p22,0.2500000080455769,corr1,0.08276732265949249,0.0001473618250876878,1
0.21089770095694843,p22,0.25000000768749897,corr2,0.11229388415813446,0.00012167921998660044,1
3.5015956915309006,p22,0.2499999754147429,rna_recon,1.0025205612182617,7.264677388027049e-06,2
0.1325868916859829,p22,0.25000000852478854,mod2_recon,1.0298055410385132,0.0001918588337641494,2
0.15202931095597605,p22,0.2500000083337117,corr1,0.08353601396083832,0.00016732277632442905,2
0.21378810582714008,p22,0.25000000772675685,corr2,0.11075493693351746,0.00011898681749233098,2
3.5743179233619524,p22,0.249999971231439,rna_recon,1.0023605823516846,6.258796350926027e-06,3
0.11164296444859648,p22,0.25000000992758253,mod2_recon,1.0349129438400269,0.00020037923167798397,3
0.12539367057171935,p22,0.25000000977391545,corr1,0.08657749742269516,0.00017840558716172524,3
0.188645441617732,p22,0.2500000090670632,corr2,0.11209534108638763,0.00011858718222723797,3
3.5875660674148357,p22,0.24999996923766057,rna_recon,1.0024082660675049,5.861545434631965e-06,4
0.11654077671374986,p22,0.2500000105030255,mod2_recon,1.030371069908142,0.00018044057683408457,4
0.13227713937773672,p22,0.25000001031594343,corr1,0.08327516913414001,0.000158974446061571,4
0.16361601649367782,p22,0.2500000099433704,corr2,0.11399556696414948,0.00012852461133387017,4
