lane,stage,candidate_id,parent_candidate_id,start_name,start_partition_sha256,config_json,complexity,status,failure,partition_key,exact_k,finite,min_cluster_size,cluster_sizes,normalized_cluster_entropy,graph_same_fraction,partition_sha256,repair_enabled,repair_threshold,repair_merged_clusters,repair_split_clusters,repair_boundary_moves,wall_seconds,absolute_ari,absolute_nmi,ami,fmi,morans_i,gearys_c,evaluated_observations,source_stage,source_directory,guard_fraction_of_equal,guard_threshold
tonsil_s1,coarse,COARSE_0388234583f93edf,,parent_frontier,e295e970c84d33c1ec13ad3be498846ee59c3b4c3cb3f3b6ee5c35ed73ccb6da,"{""boundary_refine_beta"":0.0,""boundary_refine_sweeps"":0,""enabled"":false,""feature_mode"":""retained"",""merge_boundary_weight"":0.0,""merge_mode"":""pointwise"",""min_cluster_fraction_of_equal"":0.0,""seed"":0,""split_cluster_score"":""mean"",""split_mode"":""pca_quantile"",""split_quantile"":0.5}",0,PASS,,p_e295e970c84d33c1ec13ad3be498846ee59c3b4c3cb3f3b6ee5c35ed73ccb6da,1,1,478,"[478,1301,1141,1406]",0.9532838170734512,0.8002544529262087,e295e970c84d33c1ec13ad3be498846ee59c3b4c3cb3f3b6ee5c35ed73ccb6da,0,0,0,0,0,0.001035099994624,0.2365355019438236,0.3171179292228705,0.3165191882593222,0.5032711126740634,0.7263567315820176,0.2736187146925177,4326,coarse_primary,D:\文档\ChatGPT\博士第一篇科研论文项目\night16b_local_work\working\coarse_primary_other,0.02,22
tonsil_s1,coarse,COARSE_0388234583f93edf,,parent_frontier,e295e970c84d33c1ec13ad3be498846ee59c3b4c3cb3f3b6ee5c35ed73ccb6da,"{""boundary_refine_beta"":0.0,""boundary_refine_sweeps"":0,""enabled"":false,""feature_mode"":""retained"",""merge_boundary_weight"":0.0,""merge_mode"":""pointwise"",""min_cluster_fraction_of_equal"":0.0,""seed"":0,""split_cluster_score"":""mean"",""split_mode"":""pca_quantile"",""split_quantile"":0.5}",0,PASS,,p_e295e970c84d33c1ec13ad3be498846ee59c3b4c3cb3f3b6ee5c35ed73ccb6da,1,1,478,"[478,1301,1141,1406]",0.9532838170734512,0.8002544529262087,e295e970c84d33c1ec13ad3be498846ee59c3b4c3cb3f3b6ee5c35ed73ccb6da,0,0,0,0,0,0.001035099994624,0.2365355019438236,0.3171179292228705,0.3165191882593222,0.5032711126740634,0.7263567315820176,0.2736187146925177,4326,coarse_primary,D:\文档\ChatGPT\博士第一篇科研论文项目\night16b_local_work\working\coarse_primary_other,0.05,55
tonsil_s2,coarse,COARSE_894b53b16bf2fab1,,parent_frontier,b56c96f9aa3c3463a0fb10094ed18b971aa96c78966e50609a578247ca8d6196,"{""boundary_refine_beta"":0.0,""boundary_refine_sweeps"":0,""enabled"":false,""feature_mode"":""retained"",""merge_boundary_weight"":0.0,""merge_mode"":""pointwise"",""min_cluster_fraction_of_equal"":0.0,""seed"":0,""split_cluster_score"":""mean"",""split_mode"":""pca_quantile"",""split_quantile"":0.5}",0,PASS,,p_b56c96f9aa3c3463a0fb10094ed18b971aa96c78966e50609a578247ca8d6196,1,1,445,"[1008,1395,445,1671]",0.9331586574539272,0.833791472223998,b56c96f9aa3c3463a0fb10094ed18b971aa96c78966e50609a578247ca8d6196,0,0,0,0,0,0.0009459000139031,0.2582642450087792,0.3143240809985105,0.3137494434429366,0.5154080732104173,0.7663242690025756,0.2328300648697517,4518,coarse_primary,D:\文档\ChatGPT\博士第一篇科研论文项目\night16b_local_work\working\coarse_primary_other,0.0,0
tonsil_s2,coarse,COARSE_894b53b16bf2fab1,,parent_frontier,b56c96f9aa3c3463a0fb10094ed18b971aa96c78966e50609a578247ca8d6196,"{""boundary_refine_beta"":0.0,""boundary_refine_sweeps"":0,""enabled"":false,""feature_mode"":""retained"",""merge_boundary_weight"":0.0,""merge_mode"":""pointwise"",""min_cluster_fraction_of_equal"":0.0,""seed"":0,""split_cluster_score"":""mean"",""split_mode"":""pca_quantile"",""split_quantile"":0.5}",0,PASS,,p_b56c96f9aa3c3463a0fb10094ed18b971aa96c78966e50609a578247ca8d6196,1,1,445,"[1008,1395,445,1671]",0.9331586574539272,0.833791472223998,b56c96f9aa3c3463a0fb10094ed18b971aa96c78966e50609a578247ca8d6196,0,0,0,0,0,0.0009459000139031,0.2582642450087792,0.3143240809985105,0.3137494434429366,0.5154080732104173,0.7663242690025756,0.2328300648697517,4518,coarse_primary,D:\文档\ChatGPT\博士第一篇科研论文项目\night16b_local_work\working\coarse_primary_other,0.01,12
tonsil_s2,coarse,COARSE_894b53b16bf2fab1,,parent_frontier,b56c96f9aa3c3463a0fb10094ed18b971aa96c78966e50609a578247ca8d6196,"{""boundary_refine_beta"":0.0,""boundary_refine_sweeps"":0,""enabled"":false,""feature_mode"":""retained"",""merge_boundary_weight"":0.0,""merge_mode"":""pointwise"",""min_cluster_fraction_of_equal"":0.0,""seed"":0,""split_cluster_score"":""mean"",""split_mode"":""pca_quantile"",""split_quantile"":0.5}",0,PASS,,p_b56c96f9aa3c3463a0fb10094ed18b971aa96c78966e50609a578247ca8d6196,1,1,445,"[1008,1395,445,1671]",0.9331586574539272,0.833791472223998,b56c96f9aa3c3463a0fb10094ed18b971aa96c78966e50609a578247ca8d6196,0,0,0,0,0,0.0009459000139031,0.2582642450087792,0.3143240809985105,0.3137494434429366,0.5154080732104173,0.7663242690025756,0.2328300648697517,4518,coarse_primary,D:\文档\ChatGPT\博士第一篇科研论文项目\night16b_local_work\working\coarse_primary_other,0.02,23
tonsil_s2,coarse,COARSE_894b53b16bf2fab1,,parent_frontier,b56c96f9aa3c3463a0fb10094ed18b971aa96c78966e50609a578247ca8d6196,"{""boundary_refine_beta"":0.0,""boundary_refine_sweeps"":0,""enabled"":false,""feature_mode"":""retained"",""merge_boundary_weight"":0.0,""merge_mode"":""pointwise"",""min_cluster_fraction_of_equal"":0.0,""seed"":0,""split_cluster_score"":""mean"",""split_mode"":""pca_quantile"",""split_quantile"":0.5}",0,PASS,,p_b56c96f9aa3c3463a0fb10094ed18b971aa96c78966e50609a578247ca8d6196,1,1,445,"[1008,1395,445,1671]",0.9331586574539272,0.833791472223998,b56c96f9aa3c3463a0fb10094ed18b971aa96c78966e50609a578247ca8d6196,0,0,0,0,0,0.0009459000139031,0.2582642450087792,0.3143240809985105,0.3137494434429366,0.5154080732104173,0.7663242690025756,0.2328300648697517,4518,coarse_primary,D:\文档\ChatGPT\博士第一篇科研论文项目\night16b_local_work\working\coarse_primary_other,0.05,57
tonsil_s3,coarse,COARSE_6f0fe04e060b0169,,parent_frontier,0003aaac74f65273cf1b21b9f52070eb6f8ad11328b2b0f96d815c3e9ce83f43,"{""boundary_refine_beta"":0.0,""boundary_refine_sweeps"":0,""enabled"":false,""feature_mode"":""retained"",""merge_boundary_weight"":0.0,""merge_mode"":""pointwise"",""min_cluster_fraction_of_equal"":0.0,""seed"":0,""split_cluster_score"":""mean"",""split_mode"":""pca_quantile"",""split_quantile"":0.5}",0,PASS,,p_0003aaac74f65273cf1b21b9f52070eb6f8ad11328b2b0f96d815c3e9ce83f43,1,1,294,"[2470,573,1184,294]",0.8083977791012936,0.7930912687199774,0003aaac74f65273cf1b21b9f52070eb6f8ad11328b2b0f96d815c3e9ce83f43,0,0,0,0,0,0.0012468000059016,0.350644182009914,0.3097714630576775,0.3091290246560089,0.6146168233278212,0.6998615447437957,0.3070206899992176,4460,coarse_primary,D:\文档\ChatGPT\博士第一篇科研论文项目\night16b_local_work\working\coarse_primary_other,0.0,0
tonsil_s3,coarse,COARSE_6f0fe04e060b0169,,parent_frontier,0003aaac74f65273cf1b21b9f52070eb6f8ad11328b2b0f96d815c3e9ce83f43,"{""boundary_refine_beta"":0.0,""boundary_refine_sweeps"":0,""enabled"":false,""feature_mode"":""retained"",""merge_boundary_weight"":0.0,""merge_mode"":""pointwise"",""min_cluster_fraction_of_equal"":0.0,""seed"":0,""split_cluster_score"":""mean"",""split_mode"":""pca_quantile"",""split_quantile"":0.5}",0,PASS,,p_0003aaac74f65273cf1b21b9f52070eb6f8ad11328b2b0f96d815c3e9ce83f43,1,1,294,"[2470,573,1184,294]",0.8083977791012936,0.7930912687199774,0003aaac74f65273cf1b21b9f52070eb6f8ad11328b2b0f96d815c3e9ce83f43,0,0,0,0,0,0.0012468000059016,0.350644182009914,0.3097714630576775,0.3091290246560089,0.6146168233278212,0.6998615447437957,0.3070206899992176,4460,coarse_primary,D:\文档\ChatGPT\博士第一篇科研论文项目\night16b_local_work\working\coarse_primary_other,0.01,12
tonsil_s3,coarse,COARSE_6f0fe04e060b0169,,parent_frontier,0003aaac74f65273cf1b21b9f52070eb6f8ad11328b2b0f96d815c3e9ce83f43,"{""boundary_refine_beta"":0.0,""boundary_refine_sweeps"":0,""enabled"":false,""feature_mode"":""retained"",""merge_boundary_weight"":0.0,""merge_mode"":""pointwise"",""min_cluster_fraction_of_equal"":0.0,""seed"":0,""split_cluster_score"":""mean"",""split_mode"":""pca_quantile"",""split_quantile"":0.5}",0,PASS,,p_0003aaac74f65273cf1b21b9f52070eb6f8ad11328b2b0f96d815c3e9ce83f43,1,1,294,"[2470,573,1184,294]",0.8083977791012936,0.7930912687199774,0003aaac74f65273cf1b21b9f52070eb6f8ad11328b2b0f96d815c3e9ce83f43,0,0,0,0,0,0.0012468000059016,0.350644182009914,0.3097714630576775,0.3091290246560089,0.6146168233278212,0.6998615447437957,0.3070206899992176,4460,coarse_primary,D:\文档\ChatGPT\博士第一篇科研论文项目\night16b_local_work\working\coarse_primary_other,0.02,23
tonsil_s3,coarse,COARSE_6f0fe04e060b0169,,parent_frontier,0003aaac74f65273cf1b21b9f52070eb6f8ad11328b2b0f96d815c3e9ce83f43,"{""boundary_refine_beta"":0.0,""boundary_refine_sweeps"":0,""enabled"":false,""feature_mode"":""retained"",""merge_boundary_weight"":0.0,""merge_mode"":""pointwise"",""min_cluster_fraction_of_equal"":0.0,""seed"":0,""split_cluster_score"":""mean"",""split_mode"":""pca_quantile"",""split_quantile"":0.5}",0,PASS,,p_0003aaac74f65273cf1b21b9f52070eb6f8ad11328b2b0f96d815c3e9ce83f43,1,1,294,"[2470,573,1184,294]",0.8083977791012936,0.7930912687199774,0003aaac74f65273cf1b21b9f52070eb6f8ad11328b2b0f96d815c3e9ce83f43,0,0,0,0,0,0.0012468000059016,0.350644182009914,0.3097714630576775,0.3091290246560089,0.6146168233278212,0.6998615447437957,0.3070206899992176,4460,coarse_primary,D:\文档\ChatGPT\博士第一篇科研论文项目\night16b_local_work\working\coarse_primary_other,0.05,57
P22,coarse,COARSE_37bb46957925373f,,night15f_authority,3fb0397efa846c8df34debc9a63b54e343261e525450a00d2e319513861ab4e8,"{""boundary_refine_beta"":0.1,""boundary_refine_sweeps"":1,""enabled"":true,""feature_mode"":""molecular_coord_w0.3"",""merge_boundary_weight"":0.25,""merge_mode"":""clusterwise"",""min_cluster_fraction_of_equal"":0.15,""seed"":9,""split_cluster_score"":""boundary"",""split_mode"":""pca_quantile"",""split_quantile"":0.6}",2,PASS,,p_331a1acf7adb1e499510522f2e852081032b0d97beed69a6dfbca8865f0a8e26,1,1,167,"[1154,623,1481,803,1015,1524,610,1819,167]",0.939477158859384,0.958831011696088,331a1acf7adb1e499510522f2e852081032b0d97beed69a6dfbca8865f0a8e26,1,154,0,0,101,0.29735539999092,0.5955516462857395,0.7179305602206435,0.7174432596967804,0.6554770871185194,0.9338250435884894,0.0684171951769981,9196,coarse_primary,D:\文档\ChatGPT\博士第一篇科研论文项目\night16b_local_work\working\coarse_primary_other,0.0,0
P22,coarse,COARSE_37bb46957925373f,,night15f_authority,3fb0397efa846c8df34debc9a63b54e343261e525450a00d2e319513861ab4e8,"{""boundary_refine_beta"":0.1,""boundary_refine_sweeps"":1,""enabled"":true,""feature_mode"":""molecular_coord_w0.3"",""merge_boundary_weight"":0.25,""merge_mode"":""clusterwise"",""min_cluster_fraction_of_equal"":0.15,""seed"":9,""split_cluster_score"":""boundary"",""split_mode"":""pca_quantile"",""split_quantile"":0.6}",2,PASS,,p_331a1acf7adb1e499510522f2e852081032b0d97beed69a6dfbca8865f0a8e26,1,1,167,"[1154,623,1481,803,1015,1524,610,1819,167]",0.939477158859384,0.958831011696088,331a1acf7adb1e499510522f2e852081032b0d97beed69a6dfbca8865f0a8e26,1,154,0,0,101,0.29735539999092,0.5955516462857395,0.7179305602206435,0.7174432596967804,0.6554770871185194,0.9338250435884894,0.0684171951769981,9196,coarse_primary,D:\文档\ChatGPT\博士第一篇科研论文项目\night16b_local_work\working\coarse_primary_other,0.01,11
P22,coarse,COARSE_37bb46957925373f,,night15f_authority,3fb0397efa846c8df34debc9a63b54e343261e525450a00d2e319513861ab4e8,"{""boundary_refine_beta"":0.1,""boundary_refine_sweeps"":1,""enabled"":true,""feature_mode"":""molecular_coord_w0.3"",""merge_boundary_weight"":0.25,""merge_mode"":""clusterwise"",""min_cluster_fraction_of_equal"":0.15,""seed"":9,""split_cluster_score"":""boundary"",""split_mode"":""pca_quantile"",""split_quantile"":0.6}",2,PASS,,p_331a1acf7adb1e499510522f2e852081032b0d97beed69a6dfbca8865f0a8e26,1,1,167,"[1154,623,1481,803,1015,1524,610,1819,167]",0.939477158859384,0.958831011696088,331a1acf7adb1e499510522f2e852081032b0d97beed69a6dfbca8865f0a8e26,1,154,0,0,101,0.29735539999092,0.5955516462857395,0.7179305602206435,0.7174432596967804,0.6554770871185194,0.9338250435884894,0.0684171951769981,9196,coarse_primary,D:\文档\ChatGPT\博士第一篇科研论文项目\night16b_local_work\working\coarse_primary_other,0.02,21
P22,coarse,COARSE_37bb46957925373f,,night15f_authority,3fb0397efa846c8df34debc9a63b54e343261e525450a00d2e319513861ab4e8,"{""boundary_refine_beta"":0.1,""boundary_refine_sweeps"":1,""enabled"":true,""feature_mode"":""molecular_coord_w0.3"",""merge_boundary_weight"":0.25,""merge_mode"":""clusterwise"",""min_cluster_fraction_of_equal"":0.15,""seed"":9,""split_cluster_score"":""boundary"",""split_mode"":""pca_quantile"",""split_quantile"":0.6}",2,PASS,,p_331a1acf7adb1e499510522f2e852081032b0d97beed69a6dfbca8865f0a8e26,1,1,167,"[1154,623,1481,803,1015,1524,610,1819,167]",0.939477158859384,0.958831011696088,331a1acf7adb1e499510522f2e852081032b0d97beed69a6dfbca8865f0a8e26,1,154,0,0,101,0.29735539999092,0.5955516462857395,0.7179305602206435,0.7174432596967804,0.6554770871185194,0.9338250435884894,0.0684171951769981,9196,coarse_primary,D:\文档\ChatGPT\博士第一篇科研论文项目\night16b_local_work\working\coarse_primary_other,0.05,52
MISAR_E15_5_S1,coarse,COARSE_70f0dc1c240066ff,,parent_frontier,0c47bba6e9d2070df15578c8d6ab5effb1db01f01cb4d9c75edc8e5fa0873416,"{""boundary_refine_beta"":0.0,""boundary_refine_sweeps"":0,""enabled"":false,""feature_mode"":""retained"",""merge_boundary_weight"":0.0,""merge_mode"":""pointwise"",""min_cluster_fraction_of_equal"":0.0,""seed"":0,""split_cluster_score"":""mean"",""split_mode"":""pca_quantile"",""split_quantile"":0.5}",0,PASS,,p_0c47bba6e9d2070df15578c8d6ab5effb1db01f01cb4d9c75edc8e5fa0873416,1,1,125,"[295,438,178,267,355,291,125]",0.9673929740558403,0.9372164495829064,0c47bba6e9d2070df15578c8d6ab5effb1db01f01cb4d9c75edc8e5fa0873416,0,0,0,0,0,0.0010493999870959,0.5414237853091904,0.6667977615565593,0.6650415476824866,0.6330318218564436,0.9226077603985556,0.0792405241590485,1949,coarse_primary,D:\文档\ChatGPT\博士第一篇科研论文项目\night16b_local_work\working\coarse_primary_other,0.0,0
MISAR_E15_5_S1,coarse,COARSE_70f0dc1c240066ff,,parent_frontier,0c47bba6e9d2070df15578c8d6ab5effb1db01f01cb4d9c75edc8e5fa0873416,"{""boundary_refine_beta"":0.0,""boundary_refine_sweeps"":0,""enabled"":false,""feature_mode"":""retained"",""merge_boundary_weight"":0.0,""merge_mode"":""pointwise"",""min_cluster_fraction_of_equal"":0.0,""seed"":0,""split_cluster_score"":""mean"",""split_mode"":""pca_quantile"",""split_quantile"":0.5}",0,PASS,,p_0c47bba6e9d2070df15578c8d6ab5effb1db01f01cb4d9c75edc8e5fa0873416,1,1,125,"[295,438,178,267,355,291,125]",0.9673929740558403,0.9372164495829064,0c47bba6e9d2070df15578c8d6ab5effb1db01f01cb4d9c75edc8e5fa0873416,0,0,0,0,0,0.0010493999870959,0.5414237853091904,0.6667977615565593,0.6650415476824866,0.6330318218564436,0.9226077603985556,0.0792405241590485,1949,coarse_primary,D:\文档\ChatGPT\博士第一篇科研论文项目\night16b_local_work\working\coarse_primary_other,0.01,5
