corr1_raw_rms_gradient,corr1_weighted_gradient_influence,corr1_weighted_gradient_share,corr2_raw_rms_gradient,corr2_weighted_gradient_influence,corr2_weighted_gradient_share,diagnostic_grad_fields_unchanged,diagnostic_optimizer_state_unchanged,diagnostic_parameter_state_unchanged,diagnostic_rng_state_unchanged,fraction_of_training,mod2_recon_raw_rms_gradient,mod2_recon_weighted_gradient_influence,mod2_recon_weighted_gradient_share,rna_recon_raw_rms_gradient,rna_recon_weighted_gradient_influence,rna_recon_weighted_gradient_share,step
0.00020570869313178157,2.5264935635464634e-05,0.2500000086763212,0.00011288637950421308,2.5264935525731854e-05,0.2500000075905003,True,True,True,True,0.0,0.00021960473480924143,2.5264935664197984e-05,0.2500000089606416,7.140364766899014e-06,2.526493220915705e-05,0.249999974772537,0
0.0001923392140546699,2.3622909607198884e-05,0.24563239856742458,0.0001094902408719906,2.450485070454804e-05,0.25480287378572886,True,True,True,True,0.000625,0.0002127975237125218,2.4481784287427223e-05,0.2545630278286493,6.659154599741325e-06,2.3562254174001693e-05,0.2450016998181972,1
0.00014791097755536363,1.816627810338057e-05,0.22798567747382562,9.668353369170446e-05,2.163860029747585e-05,0.27156310832251973,True,True,True,True,0.003125,0.00019114361355192857,2.1990560008675064e-05,0.2759801811397807,5.054997675200763e-06,1.7886225389134942e-05,0.224471033063874,5
0.0001128349588494138,1.3858276620981084e-05,0.21012767754881745,8.2473781018836e-05,1.845833633034934e-05,0.27987660014226834,True,True,True,True,0.00625,0.0001732453860430233,1.9931416944621962e-05,0.3022123505955869,3.87292436653251e-06,1.370366567619083e-05,0.20778337171332717,10
8.932989555387361e-05,1.0971408291654286e-05,0.20624387285089843,5.9886734962079195e-05,1.3403162580894482e-05,0.2519567302254789,True,True,True,True,0.0125,0.00015446370038190655,1.777063438997672e-05,0.3340577947859358,3.12325223706089e-06,1.1051081928929344e-05,0.207741602137687,20
8.474551121669903e-05,1.0408358799464141e-05,0.23176510544924608,3.403993462183814e-05,7.618427991915279e-06,0.1696411317982847,True,True,True,True,0.025,0.00013987515071062424,1.6092260883143777e-05,0.35832974365666653,3.0494758925812747e-06,1.0790037234047966e-05,0.2402640190958027,40
9.554402805898983e-05,1.1734621821339355e-05,0.26798818962018234,2.026181955501822e-05,4.53476820622494e-06,0.10356229117869234,True,True,True,True,0.05,0.00012421098348449125,1.4290140461900317e-05,0.32634957735397085,3.7385771372874466e-06,1.3228301496604429e-05,0.3020999418471545,80
7.547211956180544e-05,9.269410125412485e-06,0.3160713244717638,1.3164127833693038e-05,2.946244200863347e-06,0.10046198131110227,True,True,True,True,0.2,7.882436554419679e-05,9.06853181455881e-06,0.3092217112914055,2.2730445831906486e-06,8.04277080758213e-06,0.2742449829257284,320
5.424094525222732e-05,6.661818563624724e-06,0.32491157838505835,1.2448588873168146e-05,2.7861004724241165e-06,0.1358842624411154,True,True,True,True,0.5,4.21830795606205e-05,4.853050150046095e-06,0.23669395513758493,1.75295150688478e-06,6.202512397222749e-06,0.3025102040362413,800
4.0149779878995616e-05,4.931155747370685e-06,0.32276737851652787,9.902752191523407e-06,2.216320487422499e-06,0.1450686188647082,True,True,True,True,1.0,2.9552235875865712e-05,3.399905465542498e-06,0.22253983255391893,1.336891620779521e-06,4.7303572398099575e-06,0.30962417006484494,1600
